text,aspect_words,labels
"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",firewall,1
It took several weeks just to get them to acknowledge that I owned the warranty.,warranty,0
"The battery life is amazing, the versitility is outstanding.",battery life,2
"Simple to use, and great graphics.",use,2
This computer had exactly the specifications I needed.,specifications,2
-I propose that they can just swap the hard drives.,hard drives,1
I guess he was the technical person.,technical person,1
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Win7,1
For some odd reasons the computer doesn't reconize the operation system.,operation system,0
"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",RAM,0
We researched and found the best price at MacConnection.,price,2
"4) Laptop still did not work, blue screen within a week...",work,0
It's still beautiful and has better color reproduction than I could ever expect from a notebook.,color reproduction,2
"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",virus protection for Mac,2
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",program,2
The keyboard is top notch.,keyboard,2
"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",build quality,0
"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",Internet tabs,2
I think that if it is the motherboard again so soon that they should replace it.,motherboard,0
"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",programs,1
See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,operating system,1
"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",use,2
It's super fast and a great value for the price!,value,2
"-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.",use,2
"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",applications,2
"It did fairly well, other than it's poor performance, overheating and occational blue screen.",performance,0
"Because we did not purchase the extended warranty in time, we are on the hook for the repair.",extended warranty,0
" It is easy to use, fast and has great graphics for the money.",graphics,2
 But I needed a laptop for school use.,school use,1
" It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",1GB of RAM,0
Amazing Quality!,Quality,2
"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",stand,1
the speed is fine.,speed,2
I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR.,BOOT MGR,1
"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",security,2
"For the not so good, I got the stock screen - which is VERY glossy.",stock screen,0
"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",price,2
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",power supply,1
"Oh yeah, don't forget the expensive shipping to and from HP.",shipping,0
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",Apple keyboard,1
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",size,2
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,use,2
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,1
And that probably explains why I've already had my SATA controller go bad within a year of buying it.,SATA controller,0
super fast processor and really nice graphics card..,processor,2
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",specifications,1
